autopropulsion:model_head_gasket	53	false	head_gasket
autopropulsion:model_headlight	54	false	headlight
autopropulsion:model_hood	55	false	hood
autopropulsion:model_ignition_coil	56	false	ignition_coil
autopropulsion:model_injector	57	false	injector
autopropulsion:model_intake_manifold	58	false	intake_manifold
autopropulsion:model_intake_valve	59	false	intake_valve
autopropulsion:model_intercooler	60	false	intercooler
autopropulsion:model_jerry_can	61	false	jerry_can
autopropulsion:model_laptop	62	false	laptop
autopropulsion:model_main_bearing	63	false	main_bearing
autopropulsion:model_main_bearing_bolt	64	false	main_bearing_bolt
autopropulsion:model_main_bearing_cap	65	false	main_bearing_cap
autopropulsion:model_manual_gearbox	66	false	manual_gearbox
autopropulsion:model_mirror	67	false	mirror
autopropulsion:model_nitrous_bottle	68	false	nitrous_bottle
autopropulsion:model_nitrous_kit	69	false	nitrous_kit
autopropulsion:model_obd_dongle	70	false	obd_dongle
autopropulsion:model_oil_filter	71	false	oil_filter
autopropulsion:model_oil_metering_pump	72	false	oil_metering_pump
autopropulsion:model_oil_pan	73	false	oil_pan
autopropulsion:model_oil_pump	74	false	oil_pump
autopropulsion:model_paint_booth	75	false	paint_booth
autopropulsion:model_part_bench	76	false	part_bench
autopropulsion:model_piston	77	false	piston
autopropulsion:model_piston_cooling_nozzle	78	false	piston_cooling_nozzle
autopropulsion:model_piston_ring	79	false	piston_ring
autopropulsion:model_radiator	80	false	radiator
autopropulsion:model_rim	81	false	rim
autopropulsion:model_rod_bearing	82	false	rod_bearing
autopropulsion:model_roll_cage	83	false	roll_cage
autopropulsion:model_rotary_exhaust_port	84	false	rotary_exhaust_port
autopropulsion:model_rotary_intake_port	85	false	rotary_intake_port
autopropulsion:model_rotor	86	false	rotor
autopropulsion:model_rotor_housing	87	false	rotor_housing
autopropulsion:model_seat	88	false	seat
autopropulsion:model_sequential_gearbox	89	false	sequential_gearbox
autopropulsion:model_shifter	90	false	shifter
autopropulsion:model_side_housing	91	false	side_housing
autopropulsion:model_side_skirt	92	false	side_skirt
autopropulsion:model_spark_plug	93	false	spark_plug
autopropulsion:model_splitter	94	false	splitter
autopropulsion:model_spoiler	95	false	spoiler
autopropulsion:model_spring	96	false	spring
autopropulsion:model_starter	97	false	starter
autopropulsion:model_stationary_gear	98	false	stationary_gear
autopropulsion:model_steering_rack	99	false	steering_rack
autopropulsion:model_steering_wheel	100	false	steering_wheel
autopropulsion:model_supercharger	101	false	supercharger
autopropulsion:model_taillight	102	false	taillight
autopropulsion:model_thermostat	103	false	thermostat
autopropulsion:model_throttle_body	104	false	throttle_body
autopropulsion:model_timing_belt	105	false	timing_belt
autopropulsion:model_timing_chain	106	false	timing_chain
autopropulsion:model_tire	107	false	tire
autopropulsion:model_transfer_case	108	false	transfer_case
autopropulsion:model_trunk	109	false	trunk
autopropulsion:model_turbocharger	110	false	turbocharger
autopropulsion:model_two_step_module	111	false	two_step_module
autopropulsion:model_valve_lifter	112	false	valve_lifter
autopropulsion:model_valve_seal	113	false	valve_seal
autopropulsion:model_valve_spring	114	false	valve_spring
autopropulsion:model_vtec_solenoid	115	false	vtec_solenoid
autopropulsion:model_wastegate	116	false	wastegate
autopropulsion:model_water_meth	117	false	water_meth
autopropulsion:model_water_pipe	118	false	water_pipe
autopropulsion:model_water_reservoir	119	false	water_reservoir
autopropulsion:model_wrist_pin	120	false	wrist_pin
autopropulsion:race_cam	121	true	engine/camshaft
autopropulsion:race_radiator	122	true	radiator
autopropulsion:ref_i4	123	true	engine
autopropulsion:ref_rotary	124	true	engine
autopropulsion:rotary_peripheral_port	125	true	engine/intake_port
autopropulsion:rotary_side_port	126	true	engine/intake_port
autopropulsion:sport_wheels	127	true	wheels
autopropulsion:standalone_ecu	128	true	engine/ecu
autopropulsion:stock_apex_seals	129	true	engine/apex_seals
autopropulsion:stock_cam	130	true	engine/camshaft
autopropulsion:stock_ecu	131	true	engine/ecu
autopropulsion:stock_radiator	132	true	radiator
autopropulsion:stock_rods	133	true	engine/rods
autopropulsion:street_wheels	134	true	wheels
autopropulsion:turbo_race	135	true	engine/turbo
autopropulsion:turbo_street	136	true	engine/turbo
